[15:51:34 INF] (Prospect.Server.Game.Program                        ) Starting Prospect.Server.Game
[15:51:34 INF] (Prospect.Server.Game.Services.GameDataService       ) Initializing GameDataService...
[15:51:34 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: MapsInfos_DT
[15:51:35 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: MapsInfos_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 6 map configurations
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: GameModeTuning_DT
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: GameModeTuning_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 5 game mode configurations
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: PlayerTuning_DT
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: PlayerTuning_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 1 player tuning configurations
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) GameDataService initialized successfully
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) === GAME CONFIGURATION ===
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Available Maps:
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   ServerEntry: Server Entry (Maps/MP/Entry/ServerEntry_P.ServerEntry_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map01: Map_01_Name (Maps/MP/MAP01/MP_Map01_P.MP_Map01_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map02: Map_02_Name (Maps/MP/MAP02/MP_Map02_P.MP_Map02_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map03: Map_03_Name (Maps/MP/AlienCaverns/MP_AlienCaverns_P.MP_AlienCaverns_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   CombatTestMap: Combat Arena Template (Maps/Testmaps/TestMap_PathB_CombatArenaTemplate_P.TestMap_PathB_CombatArenaTemplate_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   PIETestMap: Combat Arena Template (Maps/Testmaps/TestMap_PathB_CombatArenaTemplate_P.TestMap_PathB_CombatArenaTemplate_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Available Game Modes:
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   LOOP: Score Sharing=False, Timer Shutdown=True
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   SOLOTRAININGMATCH: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   EVENT: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   SANDBOX: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   STATION: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) ===========================
[15:51:36 INF] (Prospect.Server.Game.Program                        ) Using new asset system:
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Map: Map01 -> /Game/Maps/MP/MAP01/MP_Map01_P.MP_Map01_P
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Game Mode: LOOP -> /Script/Prospect/YGameMode_Loop
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Player Start Rules: 5 configured
[15:51:36 INF] (Prospect.Server.Game.Program                        ) Final Server Configuration: Port=7777, Map=/Game/Maps/MP/MAP01/MP_Map01_P.MP_Map01_P, GameMode=/Script/Prospect/YGameMode_Loop
[15:51:36 INF] (Prospect.Server.Game.ProspectWorld                  ) ProspectWorld asset system initialized with base path: C:\Users\JLGrimes\Projects\Prospect\src\Prospect.Server.Game\bin\Season 2 Release\net8.0\Exports
[15:51:36 INF] (Prospect.Server.Game.Program                        ) === LOADING MAP01 LEVEL ===
[15:51:36 INF] (Prospect.Server.Game.ProspectWorld                  ) Loading level: Maps/MP/MAP01/MP_Map01_P
[15:51:36 INF] (Prospect.Unreal.Assets.AssetParser                  ) Loading asset: Maps/MP/MAP01/MP_Map01_P (26.52591323852539 MB)
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Processing JSON array with 1864 exports for Maps/MP/MAP01/MP_Map01_P
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='Function', Class='UScriptClass'Function'', Name='ExecuteUbergraph_MP_Map01_P', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_7', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_9', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_0', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_1', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_10', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_102', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_103', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_105', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_106', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_107', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_11', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_12', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_13', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_14', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_15', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_16', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_17', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_18', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_19', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_2', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_20', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_21', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_22', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_23', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_24', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_25', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_27', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_28', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_3', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_31', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_32', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_33', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_34', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_35', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_36', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_37', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_38', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_39', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_4', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_40', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_41', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_42', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_43', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_44', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_45', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_46', Score=0
[15:51:42 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_47', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_48', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_49', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_5', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_50', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_51', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_52', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_53', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_54', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_55', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_56', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_57', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_6', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_64', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_65', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_66', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_67', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_69', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_7', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_70', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_71', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_74', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_75', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_77', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_78', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_79', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_8', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_81', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_82', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_83', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_84', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_85', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_9', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_0', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_1', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_10', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_11', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_12', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_13', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_14', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_15', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_17', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_18', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_2', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_20', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_21', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_22', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_23', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_24', Score=0
[15:51:43 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='LandscapeSplineControlPoint', Class='UScriptClass'LandscapeSplineControlPoint'', Name='LandscapeSplineControlPoint_3', Score=0
